Key	Latitude	Longitude	Population	TZ
Piedmont, MO	37.154490	-90.695670	1977	America/Chicago
Rector, AR	36.263120	-90.292600	1977	America/Chicago
Hillsborough, NH	43.114100	-71.899200	1976	America/New_York
Canton, PA	41.656460	-76.853290	1976	America/New_York
Newaygo, MI	43.419740	-85.800050	1976	America/Detroit
Rockdale, IL	41.506140	-88.114500	1976	America/Chicago
Congress, AZ	34.162530	-112.850740	1975	America/Phoenix
Fairchance, PA	39.824800	-79.754490	1975	America/New_York
Darien, GA	31.370230	-81.433990	1975	America/New_York
Harlem Heights, FL	26.516190	-81.927870	1975	America/New_York
Randolph, VT	43.925070	-72.665940	1974	America/New_York
Badin, NC	35.405970	-80.116720	1974	America/New_York
Leavittsburg, OH	41.247830	-80.877030	1973	America/New_York
Monticello, UT	37.871380	-109.342890	1972	America/Denver
Butler, GA	32.557090	-84.238250	1972	America/New_York
Vinton, TX	31.951210	-106.602490	1971	America/Denver
North Belle Vernon, PA	40.129240	-79.868100	1971	America/New_York
Nisswa, MN	46.520520	-94.288610	1971	America/Chicago
Big Beaver, PA	40.824510	-80.362840	1970	America/New_York
Coleraine, MN	47.288830	-93.427710	1970	America/Chicago
Farmingdale, ME	44.244510	-69.771430	1970	America/New_York
South Connellsville, PA	39.996740	-79.585870	1970	America/New_York
Lac du Flambeau, WI	45.969670	-89.892100	1969	America/Chicago
Sea Breeze, NC	34.063230	-77.891370	1969	America/New_York
Adams, WI	43.956080	-89.818180	1967	America/Chicago
Coalgate, OK	34.538150	-96.218610	1967	America/Chicago
Matagami, QC	49.750180	-77.632770	1966	America/Montreal
Leavenworth, WA	47.596230	-120.661480	1965	America/Los_Angeles
Chelsea, OK	36.535650	-95.432470	1964	America/Chicago
Coushatta, LA	32.014880	-93.342120	1964	America/Chicago
Allyn, WA	47.385650	-122.827640	1963	America/Los_Angeles
Colfax, CA	39.100730	-120.953280	1963	America/Los_Angeles
Pine, AZ	34.384470	-111.455140	1963	America/Phoenix
Elk Point, SD	42.683330	-96.683650	1963	America/Chicago
Thornton, NH	43.892850	-71.675910	1963	America/New_York
Beaver Dam, AZ	36.899420	-113.932740	1962	America/Phoenix
Bylas, AZ	33.134280	-110.120040	1962	America/Phoenix
Howard Lake, MN	45.060800	-94.073310	1962	America/Chicago
Warson Woods, MO	38.607270	-90.383450	1962	America/Chicago
Springerville, AZ	34.133380	-109.285920	1961	America/Phoenix
Red Hook, NY	41.995090	-73.875410	1961	America/New_York
Churchville, NY	43.104230	-77.884450	1961	America/New_York
Little River-Academy, TX	30.986290	-97.358610	1961	America/Chicago
Plain View, NC	35.248500	-78.555290	1961	America/New_York
Anderson, MO	36.650630	-94.443550	1961	America/Chicago
Milan, MO	40.202240	-93.125210	1960	America/Chicago
Fords Prairie, WA	46.735100	-122.989020	1959	America/Los_Angeles
Leetonia, OH	40.877280	-80.755360	1959	America/New_York
Ten Mile Run, NJ	40.413010	-74.602230	1959	America/New_York
Indian River, MI	45.412510	-84.612540	1959	America/Detroit
Jamestown, TN	36.427570	-84.931890	1959	America/Chicago
Morrisville, VT	44.561720	-72.598450	1958	America/New_York
Martinsburg, PA	40.311190	-78.324180	1958	America/New_York
Bernie, MO	36.668940	-89.968700	1958	America/Chicago
Navarre, OH	40.724500	-81.522070	1957	America/New_York
Superior, NE	40.020850	-98.070040	1957	America/Chicago
La Villa, TX	26.298680	-97.928610	1957	America/Chicago
Bear Creek, AK	60.164170	-149.395000	1956	America/Anchorage
Bodfish, CA	35.588010	-118.492030	1956	America/Los_Angeles
La Salle, CO	40.348870	-104.701910	1955	America/Denver
Little Kohler, WI	43.496390	-88.023430	1955	America/Chicago
Yale, MI	43.130030	-82.798260	1955	America/Detroit
Brooklawn, NJ	39.874280	-75.119620	1955	America/New_York
Brooklawn, NJ	39.878170	-75.120730	1955	America/New_York
North Eagle Butte, SD	45.004150	-101.233760	1954	America/Denver
Chevy Chase Village, MD	38.969280	-77.078870	1953	America/New_York
Arden on the Severn, MD	39.065940	-76.578850	1953	America/New_York
Humboldt, KS	37.810600	-95.436930	1953	America/Chicago
Orchard Hills, PA	40.586180	-79.531430	1952	America/New_York
Laurel Hollow, NY	40.856770	-73.469570	1952	America/New_York
Shaw, MS	33.601780	-90.773710	1952	America/Chicago
Olga, FL	26.718960	-81.712300	1952	America/New_York
Eldorado, TX	30.860170	-100.600930	1951	America/Chicago
New Johnsonville, TN	36.021170	-87.966980	1951	America/Chicago
Valleyview, AB	55.066730	-117.285850	1951	America/Edmonton
Kearny, AZ	33.057010	-110.910670	1950	America/Phoenix
Eagle, WI	42.879460	-88.474260	1950	America/Chicago
Deer Isle, ME	44.223970	-68.677530	1950	America/New_York
Mackinaw, IL	40.536980	-89.357590	1950	America/Chicago
Mineralwells, WV	39.190350	-81.532070	1950	America/New_York
Avery Creek, NC	35.463450	-82.582620	1950	America/New_York
Bull Shoals, AR	36.383960	-92.581550	1950	America/Chicago
Taft Heights, CA	35.134690	-119.472620	1949	America/Los_Angeles
West Glendive, MT	47.110850	-104.749680	1948	America/Denver
Collinsville, MS	32.497920	-88.845880	1948	America/Chicago
Benton, LA	32.694870	-93.741850	1948	America/Chicago
North Plains, OR	45.597060	-122.993440	1947	America/Los_Angeles
Tiffin, IA	41.705850	-91.662950	1947	America/Chicago
Pennville, PA	39.789540	-76.998040	1947	America/New_York
Redstone Arsenal, AL	34.683870	-86.647640	1946	America/Chicago
Columbia City, OR	45.890110	-122.807050	1946	America/Los_Angeles
Taylor, AL	31.975430	-86.233300	1946	America/Chicago
East Bronson, FL	29.459280	-82.590400	1945	America/New_York
Spirit Lake, ID	47.966290	-116.868530	1945	America/Los_Angeles
Crystal Lake, CT	41.931760	-72.378420	1945	America/New_York
Aviston, IL	38.606720	-89.607590	1945	America/Chicago
Ralls, TX	33.674250	-101.387660	1944	America/Chicago
North Granby, CT	41.995930	-72.829540	1944	America/New_York
Kaanapali Landing, HI	20.930900	-156.687780	1943	Pacific/Honolulu
Lake View, AL	33.280670	-87.137500	1943	America/Chicago
Spangler, PA	40.642850	-78.772800	1942	America/New_York
Clinton, NY	43.048400	-75.378500	1942	America/New_York
Syracuse, NE	40.657220	-96.186400	1942	America/Chicago
Combine, TX	32.588470	-96.508600	1942	America/Chicago
Newtown, CT	41.413980	-73.303450	1941	America/New_York
Belmont, MS	31.568770	-88.483910	1941	America/Chicago
Enterprise, OR	45.426260	-117.278780	1940	America/Los_Angeles
West End, NY	42.468690	-75.093780	1940	America/New_York
Samson, AL	31.112950	-86.046050	1940	America/Chicago
West Hurley, NY	41.997310	-74.104860	1939	America/New_York
Guilford Siding, PA	39.865370	-77.612490	1939	America/New_York
Bruce, MS	33.992060	-89.348960	1939	America/Chicago
Lake Lotawana, MO	38.923060	-94.244110	1939	America/Chicago
Shelburne, NS	43.766860	-65.315520	1939	America/Halifax
Van Buren, ME	47.157270	-67.935300	1937	America/New_York
Lacon, IL	41.024760	-89.411200	1937	America/Chicago
Warrenton, GA	33.407080	-82.662080	1937	America/New_York
Belville, NC	34.230730	-77.965820	1936	America/New_York
Nanton, AB	50.350080	-113.768660	1936	America/Edmonton
Youngstown, NY	43.247280	-79.050050	1935	America/New_York
Collierville, CA	38.214640	-121.268840	1934	America/Los_Angeles
North Warren, PA	41.874230	-79.152270	1934	America/New_York
Lake Dunlap, TX	29.675780	-98.072230	1934	America/Chicago
Elsberry, MO	39.166720	-90.780960	1934	America/Chicago
Hill 'n Dale, FL	28.519720	-82.299260	1934	America/New_York
Raymond, MS	32.259310	-90.422600	1933	America/Chicago
Bloomfield, MO	36.885890	-89.929260	1933	America/Chicago
Fritz Creek, AK	59.736110	-151.295280	1932	America/Anchorage
Granite, UT	40.573000	-111.806040	1932	America/Denver
Riverside, PA	40.955360	-76.628850	1932	America/New_York
Doe Valley, KY	37.956650	-86.116530	1931	America/New_York
Durand, WI	44.626350	-91.965730	1931	America/Chicago
Gap, PA	39.987320	-76.020510	1931	America/New_York
Greensboro, MD	38.973720	-75.804930	1931	America/New_York
Sesser, IL	38.091720	-89.050350	1931	America/Chicago
Anchor Point, AK	59.776670	-151.831390	1930	America/Anchorage
Lakeshore, LA	32.535140	-92.029580	1930	America/Chicago
West Homestead, PA	40.393960	-79.911990	1929	America/New_York
Cesar Chavez, TX	26.303400	-98.115290	1929	America/Chicago
Bonneau Beach, SC	33.319890	-80.000360	1929	America/New_York
Victor, ID	43.602700	-111.111330	1928	America/Boise
Drew, MS	33.809560	-90.526480	1927	America/Chicago
Marion, KS	38.348350	-97.017240	1927	America/Chicago
Sulligent, AL	33.901770	-88.134480	1927	America/Chicago
Sunray, TX	36.016700	-101.824620	1926	America/Chicago
McMechen, WV	39.988130	-80.731470	1926	America/New_York
Creola, AL	30.891850	-88.039720	1926	America/Chicago
New Town, ND	47.980850	-102.490180	1925	America/Chicago
Spencer, WI	44.757740	-90.296800	1925	America/Chicago
Wesson, MS	31.701280	-90.397590	1925	America/Chicago
Oakland, MD	39.407870	-79.406710	1925	America/New_York
Monte Alto, TX	26.373120	-97.971670	1924	America/Chicago
Lithonia, GA	33.712330	-84.105190	1924	America/New_York
Gila Bend, AZ	32.947820	-112.716830	1922	America/Phoenix
Hammond, WI	44.978860	-92.435750	1922	America/Chicago
Hopewell, NJ	40.389270	-74.761830	1922	America/New_York
Belington, WV	39.025100	-79.935630	1921	America/New_York
Four Oaks, NC	35.444880	-78.426950	1921	America/New_York
Seymour, MO	37.146440	-92.768780	1921	America/Chicago
Crandon, WI	45.571910	-88.902890	1920	America/Chicago
Dakota City, NE	42.415550	-96.418360	1919	America/Chicago
Guttenberg, IA	42.785820	-91.099570	1919	America/Chicago
Hooker, OK	36.860030	-101.213500	1918	America/Chicago
Leesport, PA	40.447040	-75.966320	1918	America/New_York
Bellville, OH	40.620060	-82.510720	1918	America/New_York
Montz, LA	30.006870	-90.468690	1918	America/Chicago
Pine Ridge, FL	26.230640	-81.795920	1918	America/New_York
Gwinn, MI	46.281060	-87.440970	1917	America/Detroit
Sebastian, TX	26.342850	-97.790270	1917	America/Chicago
Cape Carteret, NC	34.691550	-77.063000	1917	America/New_York
Ortonville, MN	45.304690	-96.444780	1916	America/Chicago
Gotha, FL	28.527780	-81.523130	1915	America/New_York
Conyngham, PA	40.992030	-76.056590	1914	America/New_York
North York, PA	39.978150	-76.733020	1914	America/New_York
Edgewood, IN	40.103370	-85.734140	1913	America/Indiana/Indianapolis
Houston, AK	61.630280	-149.818060	1912	America/Anchorage
Yorklyn, PA	39.992320	-76.646350	1912	America/New_York
Afton, WY	42.724930	-110.931870	1911	America/Denver
Forest City, PA	41.651470	-75.466570	1911	America/New_York
Walnut Grove, MS	32.590420	-89.458400	1911	America/Chicago
Tofield, AB	53.366840	-112.668620	1911	America/Edmonton
Shamrock, TX	35.214220	-100.249010	1910	America/Chicago
Moriarty, NM	34.990050	-106.049190	1910	America/Denver
Thomaston, CT	41.673990	-73.073160	1910	America/New_York
Saint Albans, ME	44.910060	-69.410050	1909	America/New_York
Kechi, KS	37.795850	-97.279490	1909	America/Chicago
Hyde Park, NY	41.784820	-73.933190	1908	America/New_York
Poth, TX	29.069690	-98.081950	1908	America/Chicago
Goliad, TX	28.668330	-97.388330	1908	America/Chicago
Laurel Springs, NJ	39.820110	-75.006280	1908	America/New_York
Pojoaque, NM	35.892800	-106.023080	1907	America/Denver
Kenilworth, PA	40.231490	-75.634080	1907	America/New_York
Gregory, TX	27.922240	-97.289990	1907	America/Chicago
Eddington, PA	40.084560	-74.944890	1906	America/New_York
Frewsburg, NY	42.054500	-79.158100	1906	America/New_York
Lake Kiowa, TX	33.577050	-97.013060	1906	America/Chicago
Jonestown, PA	40.413700	-76.478300	1905	America/New_York
Elida, OH	40.788660	-84.203840	1905	America/New_York
Clark Mills, NY	43.092290	-75.379620	1905	America/New_York
Bessemer, MI	46.481340	-90.052950	1905	America/Menominee
Hinsdale, MA	42.438700	-73.125380	1905	America/New_York
Henryville, IN	38.541730	-85.767740	1905	America/Kentucky/Louisville
Prairie Grove, IL	42.278630	-88.260920	1904	America/Chicago
Cave City, AR	35.941740	-91.548470	1904	America/Chicago
Evart, MI	43.900580	-85.258100	1903	America/Detroit
Jean Lafitte, LA	29.736040	-90.126740	1903	America/Chicago
Charenton, LA	29.881590	-91.525110	1903	America/Chicago
Plainville, KS	39.234730	-99.298160	1903	America/Chicago
Roblin, MB	51.229990	-101.356500	1903	America/Winnipeg
Belle Rose, LA	30.050480	-91.041490	1902	America/Chicago
Avon-by-the-Sea, NJ	40.192340	-74.015970	1901	America/New_York
Moravian Falls, NC	36.096800	-81.182310	1901	America/New_York
Weyauwega, WI	44.321370	-88.933720	1900	America/Chicago
East Kingston, NH	42.925640	-71.016720	1900	America/New_York
Lawton, MI	42.167260	-85.846950	1900	America/Detroit
Merrionette Park, IL	41.684200	-87.700330	1900	America/Chicago
Swan Hills, AB	54.716810	-115.402260	1900	America/Edmonton
Columbus Junction, IA	41.280030	-91.360710	1899	America/Chicago
Milan, IN	39.121170	-85.131350	1899	America/Indiana/Indianapolis
Shenorock, NY	41.331760	-73.738190	1898	America/New_York
Williamsport, IN	40.288370	-87.293900	1898	America/Indiana/Indianapolis
Walden, TN	35.164790	-85.301350	1898	America/New_York
Winnsboro Mills, SC	34.361810	-81.085370	1898	America/New_York
Sturgis, KY	37.546710	-87.983910	1898	America/Chicago
Harbour Breton, NL	47.483250	-55.798330	1898	America/St_Johns
Hodgkins, IL	41.768920	-87.857840	1897	America/Chicago
New London, IA	40.926980	-91.399600	1897	America/Chicago
Lake Butler, FL	30.022740	-82.339560	1897	America/New_York
Deseronto, ON	44.200120	-77.049440	1897	America/Toronto
Stewart Manor, NY	40.719270	-73.688460	1896	America/New_York
North Liberty, IN	41.534210	-86.427230	1896	America/Indiana/Indianapolis
Rainier, OR	46.089000	-122.935940	1895	America/Los_Angeles
Bouctouche, NB	46.468440	-64.739050	1895	America/Moncton
Rose Lodge, OR	45.010390	-123.880390	1894	America/Los_Angeles
Lovelock, NV	40.179350	-118.473480	1894	America/Los_Angeles
South Lancaster, MA	42.444540	-71.687010	1894	America/New_York
Butler, AL	32.089590	-88.221970	1894	America/Chicago
Columbus, MT	45.636610	-109.252110	1893	America/Denver
Landisville, PA	40.095370	-76.409960	1893	America/New_York
Somonauk, IL	41.633640	-88.681190	1893	America/Chicago
Lepanto, AR	35.611190	-90.329820	1893	America/Chicago
Atlantic Beach, NY	40.588990	-73.729020	1891	America/New_York
Carterville, MO	37.149230	-94.443000	1891	America/Chicago
Salisbury, NB	46.039050	-65.046280	1891	America/Moncton
Los Alamos, CA	34.744430	-120.278210	1890	America/Los_Angeles
Dryden, NY	42.490910	-76.297160	1890	America/New_York
Capac, MI	43.012530	-82.927990	1890	America/Detroit
Venice, IL	38.672270	-90.169830	1890	America/Chicago
Kent Acres, DE	39.131780	-75.524920	1890	America/New_York
Port Carbon, PA	40.696480	-76.168830	1889	America/New_York
Westernport, MD	39.485370	-79.044750	1888	America/New_York
Mangonia Park, FL	26.760340	-80.073650	1888	America/New_York
Ejutla, Jalisco	19.900000	-104.150000	1888	America/Mexico_City
McCamey, TX	31.135980	-102.224300	1887	America/Chicago
Brice Prairie, WI	43.938570	-91.299860	1887	America/Chicago
Silver Bay, MN	47.294360	-91.257390	1887	America/Chicago
Webster, SD	45.332180	-97.520090	1886	America/Chicago
Flora, MS	32.543200	-90.309260	1886	America/Chicago
Bangor, MI	42.312540	-86.113080	1885	America/Detroit
Folsom, NJ	39.602060	-74.842670	1885	America/New_York
Plantation, FL	24.976240	-80.552280	1885	America/New_York
Fern Prairie, WA	45.636510	-122.398700	1884	America/Los_Angeles
Canyonville, OR	42.927340	-123.281170	1884	America/Los_Angeles
Grayling, MI	44.661400	-84.714750	1884	America/Detroit
Sunshine Ranches, FL	26.045920	-80.328940	1884	America/New_York
Cave Junction, OR	42.162890	-123.648120	1883	America/Los_Angeles
New Buffalo, MI	41.793930	-86.743920	1883	America/Detroit
Alta, IA	42.673590	-95.290550	1883	America/Chicago
White Castle, LA	30.169920	-91.147050	1883	America/Chicago
Salyersville, KY	37.752590	-83.068780	1883	America/New_York
Ocean View, DE	38.545110	-75.089070	1882	America/New_York
Stinnett, TX	35.826980	-101.442940	1881	America/Chicago
Fisher, IL	40.314760	-88.350050	1881	America/Chicago
Daniels, WV	37.743170	-81.122880	1881	America/New_York
Limon, CO	39.263880	-103.692170	1880	America/Denver
Braddock Hills, PA	40.417290	-79.865050	1880	America/New_York
South Deerfield, MA	42.477310	-72.607870	1880	America/New_York
Vinita Park, MO	38.690050	-90.342620	1880	America/Chicago
Long Valley, NJ	40.785930	-74.780160	1879	America/New_York
Kouts, IN	41.316710	-87.025860	1879	America/Chicago
Silver Lake, FL	28.841930	-81.798410	1879	America/New_York
Townsend, MT	46.319100	-111.520800	1878	America/Denver
Langdon, ND	48.760000	-98.368170	1878	America/Chicago
Goldthwaite, TX	31.449890	-98.570880	1878	America/Chicago
Walpole Island, ON	42.616780	-82.516530	1878	America/Toronto
Temple, PA	40.408700	-75.921600	1877	America/New_York
Kamsack, SK	51.566680	-101.900930	1877	America/Regina
Bagdad, AZ	34.581130	-113.204640	1876	America/Phoenix
China Lake Acres, CA	35.640510	-117.763960	1876	America/Los_Angeles
Harrisville, WV	39.209520	-81.051780	1876	America/New_York
Valley, NE	41.312780	-96.346140	1875	America/Chicago
Marlette, MI	43.326970	-83.080220	1875	America/Detroit
Thomaston, ME	44.078970	-69.181710	1875	America/New_York
Aberdeen, IN	41.438930	-87.111420	1875	America/Chicago
Lavallette, NJ	39.970400	-74.068750	1875	America/New_York
Hillsboro Beach, FL	26.293970	-80.078930	1875	America/New_York
Vale, OR	43.982110	-117.238230	1874	America/Boise
Stagecoach, NV	39.373800	-119.374060	1874	America/Los_Angeles
Richmond, IL	42.475850	-88.305930	1874	America/Chicago
Ridgetop, TN	36.395050	-86.779440	1874	America/Chicago
Hopewell, TN	35.234790	-84.888000	1874	America/New_York
Glen Lyon, PA	41.175080	-76.074650	1873	America/New_York
Rosedale, MS	33.853440	-91.027890	1873	America/Chicago
Shawnee Land, VA	39.191490	-78.345560	1873	America/New_York
Haverhill, FL	26.691180	-80.120040	1873	America/New_York
McAlmont, AR	34.808420	-92.181810	1873	America/Chicago
Cle Elum, WA	47.195400	-120.939250	1872	America/Los_Angeles
Tullytown, PA	40.139280	-74.814610	1872	America/New_York
Crystal Lawns, IL	41.570310	-88.158120	1872	America/Chicago
Ronan, MT	47.528820	-114.101500	1871	America/Denver
Cowarts, AL	31.200180	-85.304650	1871	America/Chicago
Bryant, WA	48.238990	-122.157920	1870	America/Los_Angeles
Cambridge, NY	43.028130	-73.381220	1870	America/New_York
Parkersburg, IA	42.577480	-92.786860	1870	America/Chicago
Cambridge City, IN	39.812550	-85.171630	1870	America/Indiana/Indianapolis
Three Forks, MT	45.892430	-111.552190	1869	America/Denver
London, CA	36.476060	-119.443180	1869	America/Los_Angeles
Esko, MN	46.705780	-92.363250	1869	America/Chicago
Troup, TX	32.144600	-95.120500	1869	America/Chicago
Mars Hill, NC	35.826500	-82.549300	1869	America/New_York
Bovina, TX	34.513680	-102.883000	1868	America/Chicago
Lakemont, PA	40.472850	-78.388350	1868	America/New_York
Waterville, MN	44.218850	-93.568000	1868	America/Chicago
Saint-Andre-Avellin, QC	45.716800	-75.065990	1868	America/Montreal
Tome, NM	34.740890	-106.728360	1867	America/Denver
Edgewood, NM	35.061440	-106.191410	1866	America/Denver
Condon, TN	36.181190	-83.793800	1866	America/New_York
Delcambre, LA	29.948260	-91.988730	1866	America/Chicago
Thoreau, NM	35.402530	-108.223400	1865	America/Denver
Unionville, MO	40.476960	-93.003260	1865	America/Chicago
Wayland, NY	42.567840	-77.589710	1865	America/New_York
Smackover, AR	33.364850	-92.724880	1865	America/Chicago
Granby, CO	40.086100	-105.939460	1864	America/Denver
Hampton, IL	41.555870	-90.409300	1863	America/Chicago
Italy, TX	32.184040	-96.884720	1863	America/Chicago
Richland, MO	37.856980	-92.404340	1863	America/Chicago
San Juan Bautista, CA	36.845510	-121.538000	1862	America/Los_Angeles
Frankton, IN	40.222820	-85.778870	1862	America/Indiana/Indianapolis
Stockton, IL	42.349740	-90.006790	1862	America/Chicago
WaKeeney, KS	39.025010	-99.879570	1862	America/Chicago
Shannon, GA	34.336760	-85.071340	1862	America/New_York
Tuckerman, AR	35.730630	-91.198460	1862	America/Chicago
Crossville, AL	34.287590	-85.994140	1862	America/Chicago
Milton, VT	44.639770	-73.110410	1861	America/New_York
Westmoreland, NH	42.962030	-72.442310	1861	America/New_York
New Carlisle, IN	41.700320	-86.509460	1861	America/Indiana/Indianapolis
Orion, IL	41.354760	-90.381520	1861	America/Chicago
Rolling Hills, CA	33.756960	-118.353960	1860	America/Los_Angeles
Goodrich, MI	42.916970	-83.506340	1860	America/Detroit
Epworth, IA	42.445000	-90.932080	1860	America/Chicago
Saint Marys, WV	39.391740	-81.205110	1860	America/New_York
Watkins Glen, NY	42.380630	-76.873290	1859	America/New_York
Oakboro, NC	35.225700	-80.328950	1859	America/New_York
Morris, AL	33.748160	-86.808600	1859	America/Chicago
Saint-Gedeon, QC	48.500090	-71.765810	1859	America/Montreal
Mayville, ND	47.498040	-97.324540	1858	America/Chicago
Drexel, NC	35.757910	-81.604260	1858	America/New_York
Plymouth, OH	40.995610	-82.667120	1857	America/New_York
Wellsville, KS	38.718340	-95.081640	1857	America/Chicago
Hidden Hills, CA	34.160280	-118.652310	1856	America/Los_Angeles
Oakes, ND	46.138580	-98.090380	1856	America/Chicago
Buffalo, TX	31.463790	-96.058020	1856	America/Chicago
Blaine, TN	36.154250	-83.704070	1856	America/New_York
Chadbourn, NC	34.322110	-78.826970	1856	America/New_York
Slater, MO	39.218080	-93.069090	1856	America/Chicago
Catlettsburg, KY	38.404800	-82.600440	1856	America/New_York
Waimea, HI	21.957070	-159.668930	1855	Pacific/Honolulu
Mill City, OR	44.754010	-122.478140	1855	America/Los_Angeles
Chenoweth, OR	45.627620	-121.243410	1855	America/Los_Angeles
Wilber, NE	40.481390	-96.960580	1855	America/Chicago
Falmouth, ME	43.729520	-70.241990	1855	America/New_York
Cricket, NC	36.171520	-81.193980	1855	America/New_York
Turner, OR	44.843180	-122.952870	1854	America/Los_Angeles
Hunter, TN	36.371780	-82.158740	1854	America/New_York
Labadieville, LA	29.837430	-90.956210	1854	America/Chicago
Pine Island Center, FL	26.613690	-82.118150	1854	America/New_York
Temiscaming, QC	46.721220	-79.097120	1854	America/Montreal
Huachuca City, AZ	31.627870	-110.333970	1853	America/Phoenix
Surf City, NC	34.427110	-77.546080	1853	America/New_York
Wabasso Beach, FL	27.764750	-80.398940	1853	America/New_York
Vulcan, AB	50.400080	-113.251890	1853	America/Edmonton
Colby, WI	44.909970	-90.315690	1852	America/Chicago
Cridersville, OH	40.654220	-84.150780	1852	America/New_York
Cooperstown, NY	42.700630	-74.924320	1852	America/New_York
Roseville, OH	39.807290	-82.071250	1852	America/New_York
Pomeroy, OH	39.027580	-82.033750	1852	America/New_York
Wakefield, MI	46.475230	-89.939890	1851	America/Menominee
Leslie, MI	42.451430	-84.432470	1851	America/Detroit
Hays, NC	36.249850	-81.115640	1851	America/New_York
Olathe, CO	38.604990	-107.982290	1849	America/Denver
Alpine, NJ	40.955930	-73.931250	1849	America/New_York
Stony Point, MI	42.496980	-85.426680	1849	America/Detroit
Sneads, FL	30.707690	-84.924370	1849	America/Chicago
Central Square, NY	43.286740	-76.146040	1848	America/New_York
Romney, WV	39.342040	-78.756680	1848	America/New_York
Three Rivers, TX	28.460270	-98.182510	1848	America/Chicago
Blacksburg, SC	35.121240	-81.515920	1848	America/New_York
Melbourne, AR	36.059510	-91.908480	1848	America/Chicago
Greybull, WY	44.489120	-108.056210	1847	America/Denver
New Hartford, NY	43.073400	-75.287670	1847	America/New_York
Englishtown, NJ	40.297330	-74.358200	1847	America/New_York
Milo, ME	45.253660	-68.985870	1847	America/New_York
Franksville, WI	42.760020	-87.913410	1846	America/Chicago
Industry, PA	40.264510	-79.792270	1846	America/New_York
Colrain, MA	42.673140	-72.696760	1845	America/New_York
Patrick Springs, VA	36.641800	-80.195050	1845	America/New_York
Unionville, GA	31.434910	-83.509610	1845	America/New_York
Barview, OR	43.354280	-124.313170	1844	America/Los_Angeles
Van Vleck, TX	29.017750	-95.889400	1844	America/Chicago
Lockney, TX	34.124520	-101.441550	1842	America/Chicago
Bradford, OH	40.132270	-84.430780	1842	America/New_York
Shutesbury, MA	42.456480	-72.409810	1842	America/New_York
Butler, WI	43.105840	-88.069530	1841	America/Chicago
Conway, MA	42.509810	-72.699530	1841	America/New_York
Jacobus, PA	39.883160	-76.710520	1841	America/New_York
Decatur, MS	32.439030	-89.108390	1841	America/Chicago
Coarsegold, CA	37.262170	-119.700980	1840	America/Los_Angeles
Middleport, NY	43.212560	-78.476410	1840	America/New_York
Campion, CO	40.349430	-105.077760	1839	America/Denver
Belfast, PE	46.083410	-62.881970	1839	America/Halifax
Hudson, IL	40.605870	-88.987300	1838	America/Chicago
Depue, IL	41.324200	-89.306750	1838	America/Chicago
Miami, AZ	33.399220	-110.868720	1837	America/Phoenix
Sylvania, AL	34.562310	-85.812470	1837	America/Chicago
Concord, AL	33.467610	-87.031110	1837	America/Chicago
Tunkhannock, PA	41.538690	-75.946590	1836	America/New_York
Big Lake, WA	48.402880	-122.241270	1835	America/Los_Angeles
Industry, PA	40.644510	-80.416180	1835	America/New_York
Lusby, MD	38.410680	-76.455230	1835	America/New_York
Saint-Michel-des-Saints, QC	46.683380	-73.915890	1835	America/Montreal
Trevorton, PA	40.781200	-76.673020	1834	America/New_York
Everett, PA	40.011470	-78.373350	1834	America/New_York
Bedford, NY	41.204260	-73.643740	1834	America/New_York
Jonestown, TX	30.495470	-97.923350	1834	America/Chicago
Archer City, TX	33.595660	-98.625610	1834	America/Chicago
Evans City, PA	40.769230	-80.062840	1833	America/New_York
Gibbon, NE	40.748350	-98.844800	1833	America/Chicago
Rainbow, CA	33.410310	-117.147810	1832	America/Los_Angeles
Durant, IA	41.599750	-90.910700	1832	America/Chicago
Lookout Mountain, TN	34.994240	-85.349400	1832	America/New_York
Noel, MO	36.545630	-94.485220	1832	America/Chicago
Coupeville, WA	48.219820	-122.686280	1831	America/Los_Angeles
Bridgeport, OH	40.069790	-80.740080	1831	America/New_York
Eastport, NY	40.825930	-72.731770	1831	America/New_York
Ashfield, MA	42.526470	-72.788430	1831	America/New_York
Moweaqua, IL	39.624760	-89.018970	1831	America/Chicago
Gold Key Lake, PA	41.305930	-74.938500	1830	America/New_York
Dalton, OH	40.798940	-81.695410	1830	America/New_York
Monroe, IA	41.522210	-93.101870	1830	America/Chicago
Millville, UT	41.681600	-111.823000	1829	America/Denver
Stephens City, VA	39.083440	-78.218060	1829	America/New_York
Saint Paul, MO	38.861440	-90.741790	1829	America/Chicago
Oswego, KS	37.167570	-95.109960	1829	America/Chicago
Bellwood, PA	40.603400	-78.324740	1828	America/New_York
Sea Girt, NJ	40.132060	-74.034580	1828	America/New_York
Allentown, NJ	40.177890	-74.583490	1828	America/New_York
Trainer, PA	39.827610	-75.414360	1828	America/New_York
Assumption, IL	39.520320	-89.048970	1828	America/Chicago
Brookwood, AL	33.255670	-87.320830	1828	America/Chicago
Belleville, PA	40.605070	-77.725550	1827	America/New_York
Tawas City, MI	44.269460	-83.514700	1827	America/Detroit
Trion, GA	34.543970	-85.310510	1827	America/New_York
Zolfo Springs, FL	27.493370	-81.795920	1827	America/New_York
Wilsonville, AL	33.234280	-86.483590	1827	America/Chicago
Irrigon, OR	45.895690	-119.491410	1826	America/Los_Angeles
Spinnerstown, PA	40.438990	-75.437120	1826	America/New_York
